Word,PartOfSpeech,Length,NumMeaning,Meaning1,Meaning2,Meaning3
nineties,Noun,8,3,the decade from 1890 to 1899,the decade from 1990 to 1999,the time of life between 90 and 100
nostrils,Noun,8,1,either one of the two external openings to the nasal cavity in the nose,,
notarize,Verb,8,1,authenticate as a notary,,
nuisance,Noun,8,1,a bothersome annoying person,,
oceanity,Unknown,8,1,,,
optimism,Noun,8,2,the optimistic feeling that all is going to turn out well,a general disposition to expect the best in all things,
ordinary,Adjective,8,3,not exceptional in any way especially in quality or ability or size or degree,"lacking special distinction, rank, or status; commonly encountered",or common
ornament,Verb,8,2,"make more attractive by adding ornament, colour, etc.",be an ornament to,
pacifism,Noun,8,2,the doctrine that all violence is unjustifiable,the belief that all international disputes can be settled by arbitration,
parmesan,Noun,8,1,hard dry sharp-flavored Italian cheese; often grated,,
particle,Noun,8,3,(nontechnical usage,a body having finite mass and internal structure but negligible dimensions,a function word that can be used in English to form phrasal verbs
pedestal,Noun,8,3,a support or foundation,a position of great esteem (and supposed superiority,an architectural support or base (as for a column or statue
pedicure,Verb,8,1,"care for one's feet by cutting and shaping the nails, etc.",,
platelet,Noun,8,1,tiny bits of protoplasm found in vertebrate blood; essential for blood clotting,,
pleasant,Adjective,8,2,affording pleasure; being in harmony with your taste or likings,(of persons,
polluted,Adjective,8,1,rendered unwholesome by contaminants and pollution,,
posttest,Unknown,8,1,,,
preserve,Verb,8,3,keep or maintain in unaltered condition; cause to remain or last,"keep in safety and protect from harm, decay, loss, or destruction",to keep up and reserve for personal or special use
prettify,Verb,8,1,make more beautiful,,
property,Noun,8,3,something owned; any tangible or intangible possession that is owned by someone,a basic or essential attribute shared by all members of a class,any area set aside for a particular purpose
puppetry,Noun,8,2,the art of making puppets and presenting puppet shows,a stilted dramatic performance (as if by puppets,
purplish,Adjective,8,1,of a color intermediate between red and blue,,
reactant,Noun,8,1,a chemical substance that is present at the start of a chemical reaction,,
reckless,Adjective,8,2,marked by defiant disregard for danger or consequences,characterized by careless unconcern,
reindeer,Noun,8,1,Arctic deer with large antlers in both sexes; called `reindeer' in Eurasia and `caribou' in North America,,
repeated,Adjective,8,1,recurring again and again,,
reprisal,Noun,8,1,a retaliatory action against an enemy in wartime,,
republic,Noun,8,2,a political system in which the supreme power lies in a body of citizens who can elect people to represent them,a form of government whose head of state is not a monarch,
roomette,Noun,8,1,a small private compartment for one on a sleeping car,,
rosemary,Noun,8,2,widely cultivated for its fragrant grey-green leaves used in cooking and in perfumery,extremely pungent leaves used fresh or dried as seasoning for especially meats,
salinity,Noun,8,2,the taste experience when common salt is taken into the mouth,the relative proportion of salt in a solution,
scenario,Noun,8,3,"an outline or synopsis of a play (or, by extension, of a literary work",a setting for a work of art or literature,a postulated sequence of possible events
schedule,Verb,8,2,plan for an activity or event,make a schedule; plan the time and place for events,
scramble,Verb,8,3,to move hurriedly,"climb awkwardly, as if by scrambling",bring into random order
semester,Noun,8,2,one of two divisions of an academic year,half a year; a period of 6 months,
senorita,Noun,8,1,a Spanish title or form of address used to or of an unmarried girl or woman; similar to the English `Miss',,
shamrock,Noun,8,3,creeping European clover having white to pink flowers and bright green leaves; naturalized in United States; widely grown for forage,Eurasian plant with heart-shaped trifoliate leaves and white purple-veined flowers,clover native to Ireland with yellowish flowers; often considered the true or original shamrock
shilling,Verb,8,1,act as a shill,,
shingles,Verb,8,1,cover with shingles,,
shoulder,Verb,8,3,lift onto one's shoulders,push with the shoulders,"carry a burden, either real or metaphoric"
Siberian,Adjective,8,1,of or relating to or characteristic of Siberia or the Siberians,,
singular,Adjective,8,3,unusual or striking,beyond or deviating from the usual or expected,being a single and separate person or thing
sinister,Adjective,8,3,threatening or foreshadowing evil or tragic developments,stemming from evil characteristics or forces; wicked or dishonorable,on or starting from the wearer's left
skipjack,Noun,8,3,oceanic schooling tuna of considerable value in Pacific but less in Atlantic; reaches 75 pounds; very similar to if not the same as oceanic bonito,medium-sized tuna-like food fish of warm Atlantic and Pacific waters; less valued than tuna,able to right itself when on its back by flipping into the air with a clicking sound
sluggard,Noun,8,1,an idle slothful person,,
southpaw,Noun,8,2,a baseball pitcher who throws the ball with the left hand,a person who uses the left hand with greater skill than the right,
spectrum,Noun,8,2,an ordered array of the components of an emission or wave,a broad range of related objects or values or qualities or ideas or activities,
spraddle,Unknown,8,1,,,
squatter,Adjective,8,2,short and thick; as e.g. having short legs and heavy musculature,having a low center of gravity; built low to the ground,
standard,Adjective,8,3,conforming to or constituting a standard of measurement or value; or of the usual or regularized or accepted kind,commonly used or supplied,established or well-known or widely recognized as a model of authority or excellence
standing,Adjective,8,3,having a supporting base,not created for a particular occasion,(of fluids
steaming,Adjective,8,1,filled with steam or emitting moisture in the form of vapor or mist,,
sterling,Adjective,8,1,highest in quality,,
stimulus,Noun,8,1,any stimulating information or event; acts to arouse action,,
strategy,Noun,8,2,an elaborate and systematic plan of action,the branch of military science dealing with military command and the planning and conduct of a war,
studious,Adjective,8,2,marked by care and effort,characterized by diligent study and fondness for reading,
subshell,Unknown,8,1,,,
suitable,Adjective,8,3,meant or adapted for an occasion or use,or fit,or fit
surfable,Unknown,8,1,,,
tailspin,Noun,8,2,loss of emotional control often resulting in emotional collapse,rapid descent of an aircraft in a steep spiral,
tamarind,Noun,8,2,long-lived tropical evergreen tree with a spreading crown and feathery evergreen foliage and fragrant flowers yielding hard yellowish wood and long pods with edible chocolate-colored acidic pulp,large tropical seed pod with very tangy pulp that is eaten fresh or cooked with rice and fish or preserved for curries and chutneys,
theology,Noun,8,3,the rational and systematic study of religion and its influences and of the nature of religious truth,a particular system or school of religious beliefs and teachings,the learned profession acquired by specialized courses in religion (usually taught at a college or seminary
timeworn,Adjective,8,1,repeated too often; overfamiliar through overuse,,
tiresome,Adjective,8,1,so lacking in interest as to cause mental weariness,,
trimming,Verb,8,3,remove the edges from and cut down to the desired size,"decorate, as with ornaments",cut down on; make a reduction in
truffled,Unknown,8,1,,,
ugliness,Noun,8,2,qualities of appearance that do not give pleasure to the senses,the quality of being wicked,
untimely,Adjective,8,2,badly timed,uncommonly early or before the expected time,
upheaval,Noun,8,3,a state of violent disturbance and disorder (as in politics or social conditions generally,a violent disturbance,(geology
vanguard,Noun,8,3,the leading units moving at the head of an army,any creative group active in the innovation and application of new concepts and techniques in a given field (especially in the arts,the position of greatest importance or advancement; the leading position in any movement or field
vascular,Adjective,8,1,of or relating to or having vessels that conduct and circulate fluids,,
volatile,Adjective,8,3,evaporating readily at normal temperatures and pressures,liable to lead to sudden change or violence,marked by erratic changeableness in affections or attachments
wasteful,Adjective,8,3,inefficient in use of time and effort and materials,tending to squander and waste,laying waste
wettable,Unknown,8,1,,,
whiteout,Verb,8,2,cover up with a liquid correction fluid,"lose daylight visibility in heavy fog, snow, or rain",
adversity,Noun,9,2,a state of misfortune or affliction,a stroke of ill fortune; a calamitous event,
albatross,Noun,9,2,(figurative,large web-footed birds of the southern hemisphere having long narrow wings; noted for powerful gliding flight,
algorithm,Noun,9,1,a precise rule (or set of rules,,
alleviate,Verb,9,2,"provide physical relief, as from pain",make easier,
alligator,Verb,9,1,"crack and acquire the appearance of alligator hide, as from weathering or improper application; of paint and varnishes",,
ambulance,Noun,9,1,a vehicle that takes people to and from hospitals,,
animation,Noun,9,3,the condition of living or the state of being alive,the property of being able to survive and grow,quality of being active or spirited or alive and vigorous
announcer,Noun,9,2,someone who proclaims a message publicly,"reads news, commercials on radio or television",
argentine,Adjective,9,1,of or relating to or characteristic of Argentina or its people,,
backstage,Adjective,9,1,concealed from public view or attention,,
ballerina,Noun,9,1,a female ballet dancer,,
barnstorm,Verb,9,2,appear at county fairs and carnivals as a stunt flier and parachute jumper,"tour the country making political speeches, giving lectures, or presenting plays",
barrister,Noun,9,1,a British or Canadian lawyer who speaks in the higher courts of law on behalf of either the defense or prosecution,,
blockhead,Noun,9,1,a stupid person; these words are used to express a low opinion of someone's intelligence,,
broadcast,Verb,9,3,"broadcast over the airwaves, as in radio or television","sow over a wide area, especially by hand",cause to become widely known
brooklime,Noun,9,2,European plant having low-lying stems with blue flowers; sparsely naturalized in North America,plant of western North America and northeastern Asia having prostrate stems with dense racemes of pale violet to lilac flowers,
buckwheat,Noun,9,2,a member of the genus Fagopyrum; annual Asian plant with clusters of small pinkish white flowers and small edible triangular seeds which are used whole or ground into flour,grain ground into flour,
butterfly,Verb,9,3,flutter like a butterfly,"cut and spread open, as in preparation for cooking","talk or behave amorously, without serious intentions"
cafeteria,Noun,9,1,a restaurant where you serve yourself and pay a cashier,,
cameraman,Noun,9,1,a photographer who operates a movie camera,,
carbonate,Verb,9,2,turn into a carbonate,treat with carbon dioxide,
catalytic,Adjective,9,1,relating to or causing or involving catalysis,,
cathedral,Adjective,9,1,relating to or containing or issuing from a bishop's office or throne,,
celebrate,Verb,9,3,behave as expected during of holidays or rites,have a celebration,assign great social importance to
celluloid,Adjective,9,1,artificial as if portrayed in a film,,
character,Verb,9,1,engrave or inscribe characters on,,
chesstree,Unknown,9,1,,,
circulate,Verb,9,3,become widely known and passed on,cause to become widely known,cause to be distributed
coalmouse,Unknown,9,1,,,
collision,Noun,9,3,(physics,an accident resulting from violent impact of a moving object,a conflict of opposed ideas or attitudes or goals
companion,Verb,9,1,be a companion to somebody,,
complaint,Noun,9,3,an often persistent bodily disorder or disease; a cause for complaining,(formerly,or repeated cries
constrict,Verb,9,2,squeeze or press together,become tight or as if tight,
cranberry,Noun,9,2,any of numerous shrubs of genus Vaccinium bearing cranberries,very tart red berry used for sauce or juice,
crossover,Noun,9,3,the interchange of sections between pairing homologous chromosomes during the prophase of meiosis,a voter who is registered as a member of one political party but who votes in the primary of another party,the appropriation of a new style (especially in popular music
curbstone,Noun,9,1,a paving stone forming part of a curb,,
decompose,Verb,9,3,separate (substances,"lose a stored charge, magnetic flux, or current",break down
democracy,Noun,9,3,the political orientation of those who favor government by the people or by their elected representatives,a political system in which the supreme power lies in a body of citizens who can elect people to represent them,the doctrine that the numerical majority of an organized group can make decisions binding on the whole group
deprogram,Unknown,9,1,,,
desperado,Noun,9,1,a bold outlaw (especially on the American frontier,,
destroyer,Noun,9,2,a small fast lightly armored but heavily armed warship,a person who destroys or ruins or lays waste to,
devotions,Noun,9,3,feelings of ardent love,commitment to some purpose,religious zeal; the willingness to serve God
diagnosis,Noun,9,1,identifying the nature or cause of some phenomenon,,
docudrama,Noun,9,1,a film or TV program presenting the facts about a person or event,,
doodlebug,Noun,9,3,a small motor vehicle,a small jet-propelled winged missile that carries a bomb,the larva of any of several insects
embattled,Adjective,9,3,(of a person,prepared for battle,having or resembling repeated square indentations like those in a battlement
evildoing,Noun,9,1,the act of transgressing; the violation of a law or a duty or moral principle,,
explosion,Noun,9,3,a violent release of energy caused by a chemical or nuclear reaction,the act of exploding or bursting,a sudden great increase
firepower,Noun,9,1,(military,,
forestall,Verb,9,2,keep from happening or arising; make impossible,act in advance of; deal with ahead of time,
fourscore,Adjective,9,1,being ten more than seventy,,
germinate,Verb,9,3,"produce buds, branches, or germinate",work out,cause to grow or sprout
graspable,Adjective,9,1,capable of being apprehended or understood,,
greenness,Noun,9,3,the lush appearance of flourishing vegetation,the state of not being ripe,green color or pigment; resembling the color of growing grass
grumbling,Adjective,9,1,continuous full and low-pitched throbbing sound,,
hamburger,Noun,9,2,"a sandwich consisting of a fried cake of minced beef served on a bun, often with other ingredients",beef that has been ground,
handspike,Noun,9,1,a metal bar (or length of pipe,,
harmonica,Noun,9,1,a small rectangular free-reed instrument having a row of free reeds set back in air holes and played by blowing into the desired hole,,
hazardous,Adjective,9,1,involving risk or danger,,
herbivore,Noun,9,1,any animal that feeds chiefly on grass and other plants,,
honeymoon,Verb,9,1,spend a holiday after one's marriage,,
impetuous,Adjective,9,3,characterized by undue haste and lack of thought or deliberation,`brainish' is archaic,marked by violent force
inanimate,Adjective,9,3,belonging to the class of nouns denoting nonliving things,not endowed with life,appearing dead; not breathing or having no perceptible pulse
incapable,Adjective,9,3,(followed by `of',not being susceptible to or admitting of something (usually followed by `of',(followed by `of'
incognito,Adjective,9,1,with your identity concealed,,
invention,Noun,9,3,the creation of something in the mind,a creation (a new device or process,the act of inventing
jambalaya,Noun,9,1,"spicy Creole dish of rice and ham, sausage, chicken, or shellfish with tomatoes, peppers, onions, and celery",,
kingmaker,Noun,9,2,English statesman; during the War of the Roses he fought first for the house of York and secured the throne for Edward IV and then changed sides to fight for the house of Lancaster and secured the throne for Henry VI (1428-1471,an important person who can bring leaders to power through the exercise of political influence,
knightess,Unknown,9,1,,,
knowingly,Adverb,9,1,with full knowledge and deliberation,,
landscape,Verb,9,2,embellish with plants,do landscape gardening,
landslide,Noun,9,2,an overwhelming electoral victory,a slide of a large mass of dirt and rock down a mountain or cliff,
leftovers,Noun,9,2,a small part or portion that remains after the main part no longer exists,food remaining from a previous meal,
lightning,Noun,9,2,abrupt electric discharge from cloud to cloud or from cloud to earth accompanied by the emission of light,the flash of light that accompanies an electric discharge in the atmosphere (or something resembling such a flash,
lintwhite,Noun,9,1,small Old World finch whose male has a red breast and forehead,,
longtimer,Adjective,9,1,having existed or persisted or continued in a particular role or state for a long time,,
memorable,Adjective,9,1,worth remembering,,
mercurial,Adjective,9,3,liable to sudden unpredictable change,relating to or under the (astrological,"relating to or having characteristics (eloquence, shrewdness, swiftness, thievishness"
microwave,Verb,9,1,cook or heat in a microwave oven,,
missorted,Unknown,9,1,,,
narrative,Adjective,9,1,consisting of or characterized by the telling of a story,,
necessary,Adjective,9,2,absolutely essential,unavoidably determined by prior circumstances,
notorious,Adjective,9,1,known widely and usually unfavorably,,
obstinate,Adjective,9,3,tenaciously unwilling or marked by tenacious unwillingness to yield,stubbornly persistent in wrongdoing,resistant to guidance or discipline
offensive,Adjective,9,3,violating or tending to violate or offend against,for the purpose of attack rather than defense,causing anger or annoyance
operation,Noun,9,3,the state of being in effect or being operative,a business especially one run on a large scale,a planned activity involving many people performing various actions
orchestra,Noun,9,2,a musical organization consisting of a group of instrumentalists including string players,seating on the main floor in a theater,
paralegal,Noun,9,1,a person with specialized training who assists lawyers,,
parentage,Noun,9,3,the state of being a parent,the kinship relation of an offspring to the parents,the descendants of one individual
perchance,Adverb,9,2,through chance,by chance,
percolate,Verb,9,3,permeate or penetrate gradually,spread gradually,prepare in a percolator
plausible,Adjective,9,2,"apparently reasonable and credible, and therefore convincing",given to or characterized by presenting specious arguments,
plentiful,Adjective,9,3,existing in great number or quantity,affording an abundant supply,producing in abundance
plutology,Unknown,9,1,,,
portfolio,Noun,9,3,"a large, flat, thin case for carrying loose papers or drawings or maps; usually leather",a set of pieces of creative work collected to be shown to potential customers or employers,a list of the financial assets held by an individual or a bank or other financial institution
pulverize,Verb,9,3,make into a powder by breaking up or cause to become dust,destroy completely,become powder or dust
rebellion,Noun,9,2,refusal to accept some authority or code or convention,organized opposition to authority; a conflict in which one faction tries to wrest control from another,
reservist,Noun,9,1,a member of a military reserve,,
righteous,Adjective,9,2,characterized by or proceeding from accepted standards of morality or justice,morally justified,
sackcloth,Noun,9,2,a garment made of coarse sacking; formerly worn as an indication of remorse,a coarse cloth resembling sacking,
sacrifice,Verb,9,3,endure the loss of,kill or destroy,sell at a loss
safeguard,Verb,9,2,make safe,escort safely,
saxophone,Noun,9,1,a single-reed woodwind with a conical bore,,
selectman,Noun,9,1,an elected member of a board of officials who run New England towns,,
slapstick,Adjective,9,1,characterized by horseplay and physical action,,
stalemate,Verb,9,1,subject to a stalemate,,
starboard,Adjective,9,1,located on the right side of a ship or aircraft,,
supercool,Unknown,9,1,,,
surcharge,Verb,9,3,"charge an extra fee, as for a special service",rip off; ask an unreasonable price,fill to capacity with people
terrorism,Noun,9,1,the calculated use of violence (or the threat of violence,,
touchdown,Noun,9,2,a score in American football; being in possession of the ball across the opponents' goal line,a landing (as the wheels touch the landing field,
touchline,Noun,9,1,either of the sidelines in soccer or rugby,,
ventilate,Verb,9,3,expose to cool or cold air so as to cool or freshen,expose to the circulation of fresh air so as to retard spoilage,circulate through and freshen
ventricle,Noun,9,2,one of four connected cavities in the brain; is continuous with the central canal of the spinal cord and contains cerebrospinal fluid,a chamber of the heart that receives blood from an atrium and pumps it to the arteries,
Wednesday,Noun,9,1,the fourth day of the week; the third working day,,
whirlpool,Verb,9,1,"flow in a circular current, of liquids",,
whirlwind,Noun,9,1,a more or less vertical column of air whirling around itself as it moves over the surface of the Earth,,
woodchuck,Noun,9,1,reddish brown North American marmot,,
acceptance,Noun,10,3,the mental attitude that something is believable and should be accepted as true,the act of accepting with approval; favorable reception,the state of being acceptable and accepted
administer,Verb,10,3,work in an administrative capacity; supervise or be in charge of,perform (a church sacrament,"administer or bestow, as in small portions"
ammunition,Noun,10,3,projectiles to be fired from a gun,any nuclear or chemical or biological material that can be used as a weapon of mass destruction,information that can be used to attack or defend a claim or argument or viewpoint
antibiotic,Adjective,10,1,of or relating to antibiotic drugs,,
anticlimax,Noun,10,2,a disappointing decline after a previous rise,a change from a serious subject to a disappointing one,
apostrophe,Noun,10,2,address to an absent or imaginary person,the mark (',
articulate,Adjective,10,2,expressing yourself easily or characterized by clear expressive language,consisting of segments held together by joints,
auditorium,Noun,10,1,the area of a theater or concert hall where the audience sits,,
benevolent,Adjective,10,3,intending or showing kindness,showing or motivated by sympathy and understanding and generosity,generous in providing aid to others
bridegroom,Noun,10,2,a man who has recently been married,a man participant in his own marriage ceremony,
charitable,Adjective,10,3,relating to or characterized by charity,full of love and generosity,showing or motivated by sympathy and understanding and generosity
Clementine,Noun,10,2,a variety of mandarin orange that is grown around the Mediterranean and in South Africa,a mandarin orange of a deep reddish orange color and few seeds,
compromise,Verb,10,3,make a compromise; arrive at a compromise,settle by concession,"expose or make liable to danger, suspicion, or disrepute"
confection,Verb,10,1,make into a confection,,
convention,Noun,10,3,a large formal assembly,something regarded as a normative example,(diplomacy
conversion,Noun,10,3,an event that results in a transformation,a successful free throw or try for point after a touchdown,a spiritual enlightenment causing a person to lead a new life
convulsion,Noun,10,3,a sudden uncontrollable attack,violent uncontrollable contractions of muscles,a violent disturbance
coppernose,Unknown,10,1,,,
demography,Noun,10,1,the branch of sociology that studies the characteristics of human populations,,
deployment,Noun,10,1,the distribution of forces in preparation for battle or work,,
derailment,Noun,10,1,an accident in which a train runs off its track,,
detachment,Noun,10,3,avoiding emotional involvement,the act of releasing from an attachment or connection,the state of being isolated or detached
disapprove,Verb,10,2,consider bad or wrong,deem wrong or inappropriate,
discipline,Verb,10,2,develop (a child's or animal's,punish in order to gain control or enforce obedience,
dislocated,Adjective,10,1,separated at the joint,,
earthquake,Noun,10,2,shaking and vibration at the surface of the earth resulting from underground movement along a fault plane or from volcanic activity,a disturbance that is extremely disruptive,
enthusiasm,Noun,10,3,a feeling of excitement,overflowing with eager enjoyment or approval,a lively interest
exobiology,Noun,10,1,the branch of biology concerned with the effects of outer space on living organisms and the search for extraterrestrial life,,
fiddlehead,Noun,10,2,tall fern of northern temperate regions having graceful arched fronds and sporophylls resembling ostrich plumes,New World fern having woolly cinnamon-colored spore-bearing fronds in early spring later surrounded by green fronds; the early uncurling fronds are edible,
filmscript,Unknown,10,1,,,
floodlight,Verb,10,1,illuminate with floodlights,,
foolocracy,Unknown,10,1,,,
hailstones,Noun,10,1,small pellet of ice that falls during a hailstorm,,
heretofore,Adverb,10,1,used in negative statement to describe a situation that has existed up to this point or up to the present time,,
hinterland,Noun,10,1,a remote and undeveloped area,,
illiteracy,Noun,10,2,ignorance resulting from not reading,an inability to read,
imperative,Adjective,10,2,requiring attention or action,relating to verbs in the imperative mood,
incumbency,Noun,10,3,the term during which some position is held,a duty that is incumbent upon you,the office of an incumbent
journalism,Noun,10,2,newspapers and magazines collectively,the profession of reporting or photographing or editing news stories for one of the media,
logrolling,Verb,10,1,work toward the passage of some legislation by exchanging political favors such as trading votes,,
mainspring,Noun,10,1,the most important spring in a mechanical device (especially a clock or watch,,
mineralize,Verb,10,2,convert into a mineral substance,transform (a metal,
miniseries,Unknown,10,1,,,
misfortune,Noun,10,2,unnecessary and unforeseen trouble resulting from an unfortunate event,an unfortunate state resulting from unfavorable outcomes,
naturalism,Noun,10,2,(philosophy,an artistic movement in 19th century France; artists and writers strove for detailed realistic and factual description,
neutralize,Verb,10,3,make politically neutral and thus inoffensive,make ineffective by counterbalancing the effect of,oppose and mitigate the effects of by contrary actions
nonnuclear,Unknown,10,1,,,
omnilegent,Unknown,10,1,,,
omnipotent,Adjective,10,1,having unlimited power,,
omnivorous,Adjective,10,1,feeding on both plants and animals,,
outbreaker,Unknown,10,1,,,
pasteurize,Verb,10,1,heat food in order to kill harmful microorganisms,,
perishable,Adjective,10,1,liable to perish; subject to destruction or death or decay,,
prehistory,Noun,10,1,the time during the development of human culture before the appearance of the written word,,
propulsion,Noun,10,2,a propelling force,the act of propelling,
referendum,Noun,10,1,a legislative act is referred for final approval to a popular vote by the electorate,,
restaurant,Noun,10,1,a building where people go to eat,,
revelation,Noun,10,3,the speech act of making something evident,an enlightening or astonishing disclosure,communication of knowledge to man by a divine or supernatural agency
ridiculous,Adjective,10,3,inspiring scornful pity,so unreasonable as to invite derision,broadly or extravagantly humorous; resembling farce
rootedness,Unknown,10,1,,,
smattering,Verb,10,3,work with in an amateurish manner,to talk foolishly,speak with spotty or superficial knowledge
spoondrift,Noun,10,1,spray blown up from the surface of the sea,,
stagecraft,Noun,10,1,skill in writing or staging plays,,
statistics,Noun,10,2,a datum that can be represented numerically,a branch of applied mathematics concerned with the collection and interpretation of quantitative data and the use of probability theory to estimate population parameters,
subsequent,Adjective,10,1,following in time or order,,
subversion,Noun,10,2,destroying someone's (or some group's,the act of subverting; as overthrowing or destroying a legally constituted government,
superpower,Noun,10,1,a state powerful enough to influence events throughout the world,,
telepathic,Adjective,10,1,communicating without apparent physical signals,,
television,Noun,10,3,broadcasting visual images of stationary or moving objects,a telecommunication system that transmits images of objects (stationary or moving,an electronic device that receives television signals and displays them on a screen
Turbotrain,Unknown,10,1,,,
turbulence,Noun,10,3,unstable flow of a liquid or gas,instability in the atmosphere,a state of violent disturbance and disorder (as in politics or social conditions generally
windjammer,Noun,10,1,a large sailing ship,,
withdrawal,Noun,10,3,a retraction of a previously held position,the act of taking out money or other capital,the act of withdrawing
accommodate,Verb,11,3,be agreeable or acceptable to,"make fit for, or change to suit a new purpose",provide with something desired or needed
adjournment,Noun,11,2,the termination of a meeting,the act of postponing to another time or place,
anniversary,Noun,11,1,the date on which an event occurred in some previous year (or the celebration of it,,
benthograph,Unknown,11,1,,,
devastation,Noun,11,3,the state of being decayed or destroyed,the feeling of being confounded or overwhelmed,an event that results in total destruction
diamagnetic,Adjective,11,1,relating to or exhibiting diamagnetism; slightly repelled by a magnet,,
gravimetric,Adjective,11,1,of or relating to hydrometry,,
hydroperiod,Unknown,11,1,,,
immediately,Adverb,11,3,without delay or hesitation; with no time intervening,near or close by,bearing an immediate relation
impatiently,Adverb,11,1,with impatience; in an impatient manner,,
incriminate,Verb,11,2,suggest that someone is guilty,bring an accusation against; level a charge against,
interlinear,Adjective,11,1,written between lines of text,,
lamentation,Noun,11,2,a cry of sorrow and grief,the passionate and demonstrative activity of expressing grief,
linguistics,Noun,11,2,the scientific study of language,the humanistic study of language and literature,
mathematics,Noun,11,1,a science (or group of related sciences,,
misanthropy,Noun,11,2,hatred of mankind,a disposition to dislike and mistrust other people,
moonlighter,Noun,11,1,a person who holds a second job (usually after hours,,
mudslinging,Unknown,11,1,,,
nationalism,Noun,11,3,love of country and willingness to sacrifice for it,the doctrine that your national culture and interests are superior to any other,the aspiration for national independence felt by people under foreign domination
orthodontic,Adjective,11,1,of or relating to or involving or practicing orthodontics,,
overvoltage,Unknown,11,1,,,
precipitate,Adjective,11,1,done with very great haste and without due deliberation,,
prematurely,Adverb,11,2,(of childbirth,too soon; in a premature manner,
quadricycle,Unknown,11,1,,,
quarterback,Verb,11,1,play the quarterback,,
reverberate,Verb,11,3,ring or echo with sound,have a long or continuing effect,"be reflected as heat, sound, or light or shock waves"
shorthanded,Unknown,11,1,,,
showstopper,Noun,11,2,an act so striking or impressive that the show must be delayed until the audience quiets down,something that is strikingly attractive or has great popular appeal,
shuttlecock,Verb,11,1,"send or toss to and fro, like a shuttlecock",,
squandering,Verb,11,2,spend thoughtlessly; throw away,spend extravagantly,
summability,Unknown,11,1,,,
superlative,Adjective,11,1,highest in quality,,
surrendered,Verb,11,2,give up or agree to forgo to the power or possession of another,relinquish possession or control over,
thereabouts,Adverb,11,2,near that time or date,near that place,
toploftical,Unknown,11,1,,,
trackbarrow,Unknown,11,1,,,
underground,Adjective,11,2,under the level of the ground,conducted with or marked by hidden aims or methods,
utilitarian,Adjective,11,2,having a useful function,having utility often to the exclusion of values,
videography,Unknown,11,1,,,
charterhouse,Noun,12,1,a Carthusian monastery,,
commonwealth,Noun,12,3,the official name of some states in the United States (Massachusetts and Pennsylvania and Virginia and Kentucky,Puerto Rico,a politically organized body of people under a single government
defectoscope,Unknown,12,1,,,
destructible,Adjective,12,1,easily destroyed,,
hippopotamus,Noun,12,1,massive thick-skinned herbivorous animal living in or around rivers of tropical Africa,,
infrequently,Adverb,12,1,not many times,,
invertebrate,Adjective,12,1,lacking a backbone or spinal column,,
minesweeping,Noun,12,1,the activity of detecting and disposing of marine mines,,
misstatement,Noun,12,1,a statement that contains a mistake,,
polarimetric,Unknown,12,1,,,
prescription,Adjective,12,1,available only with a doctor's written prescription,,
replacements,Noun,12,3,the act of furnishing an equivalent person or thing in the place of another,someone who takes the place of another person,an event in which one thing is substituted for another
steeplechase,Noun,12,2,a footrace of usually 3000 meters over a closed track with hurdles and a water jump,a horse race over an obstructed course,
thunderstorm,Noun,12,1,a storm resulting from strong rising air currents; heavy rain or hail along with thunder and lightning,,
brotherliness,Unknown,13,1,,,
climatologist,Noun,13,1,someone who is expert in climatology,,
confrontation,Noun,13,3,a bold challenge,discord resulting from a clash of ideas or opinions,a hostile disagreement face-to-face
contamination,Noun,13,3,the state of being contaminated,a substance that contaminates,the act of contaminating or polluting; including (either intentionally or accidentally
establishment,Noun,13,3,the act of forming or establishing something,an organization founded and united for a specific purpose,the persons (or committees or departments etc.
fortification,Noun,13,3,defensive structure consisting of walls or mounds built around a stronghold to strengthen it,the art or science of strengthening defenses,the addition of an ingredient for the purpose of enrichment (as the addition of alcohol to wine or the addition of vitamins to food
grotesqueness,Noun,13,1,ludicrous or incongruous unnaturalness or distortion,,
jurisprudence,Noun,13,2,the branch of philosophy concerned with the law and the principles that lead courts to make the decisions they do,the collection of rules imposed by authority,
preengagement,Unknown,13,1,,,
quartermaster,Noun,13,1,an army officer who provides clothing and subsistence for troops,,
retrospective,Adjective,13,1,concerned with or related to the past,,
statesmanship,Noun,13,1,wisdom in the management of public affairs,,
superabundant,Adjective,13,1,most excessively abundant,,
nonintervention,Noun,15,1,a foreign policy of staying out of other countries' disputes,,
